Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail, UpperBound, LowerBound, BasePeriod, Source,FootNote,Nature,Units,[Location],[Reporting Type]
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2010","98.56618","2010","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2010","99","2010","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2011","99.45128","2011","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2011","99.23228","2011","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2011","99.85177","2011","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2012","99.8","2012","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2012","99.8","2012","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2012","99.8","2012","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2013","99.84017","2013","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2013","99.76933","2013","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2013","99.9688","2013","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2014","99.9","2014","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2014","99.74464","2014","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2014","99.8","2014","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2015","99.97139","2015","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2015","99.95561","2015","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2015","99.99971","2015","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2016","99.99273","2016","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2016","99.99535","2016","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2016","100","2016","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2017","100","2017","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2017","100","2017","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","417","Kyrgyzstan","2017","100","2017","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2000","95.98221","2000","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2000","28.16075","2000","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2000","43.06587","2000","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2001","30.90186","2001","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2001","96.03991","2001","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2001","45.87906","2001","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2002","96.09714","2002","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2002","30.53664","2002","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2002","46.3","2002","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2003","48","2003","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2003","31.55673","2003","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2003","97","2003","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2004","96.23225","2004","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2004","39.26349","2004","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2004","54.21324","2004","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2005","57.2","2005","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2005","44.13232","2005","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2005","92.2","2005","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2006","94.13188","2006","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2006","42.79653","2006","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2006","57.04106","2006","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2007","48.87509","2007","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2007","96.53014","2007","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2007","62.3691","2007","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2008","99","2008","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2008","52.59107","2008","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2008","66","2008","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2009","67.84194","2009","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2009","55.7417","2009","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2009","96.79426","2009","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2010","96.94569","2010","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2010","59.3171","2010","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2010","70.62976","2010","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2011","70","2011","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2011","58.01298","2011","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2011","97.10958","2011","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2012","97.43094","2012","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2012","66.7857","2012","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2012","76.36663","2012","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2013","71.08362","2013","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2013","97.46719","2013","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2013","79.49259","2013","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2014","97.68269","2014","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2014","76.06409","2014","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2014","83.08733","2014","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2015","89.7","2015","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2015","85.69093","2015","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2015","97.8","2015","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2016","98.76809","2016","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2016","86.76116","2016","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2016","90.81182","2016","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2017","93.6","2017","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2017","90.51048","2017","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","418","Lao People's Democratic Republic","2017","99.5","2017","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2000","91.78602","2000","","","","World Bank","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2000","71.52305","2000","","","","World Bank","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2000","98.36924","2000","","","","World Bank","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2005","93.62213","2005","","","","World Bank","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2005","77.27002","2005","","","","World Bank","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2005","98.47766","2005","","","","World Bank","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2010","95.92602","2010","","","","World Bank","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2010","83.88588","2010","","","","World Bank","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2010","99.21639","2010","","","","World Bank","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2015","99.38477","2015","","","","World Bank","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2015","97.34859","2015","","","","World Bank","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2015","89.28578","2015","","","","World Bank","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2017","91.99797","2017","","","","World Bank","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2017","98.15606","2017","","","","World Bank","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","419","Latin America and the Caribbean","2017","99.65314","2017","","","","World Bank","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2000","NA","2000","","","","World Bank","","N","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2000","NA","2000","","","","World Bank","","N","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2000","NA","2000","","","","World Bank","","N","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2001","NA","2001","","","","World Bank","","N","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2001","NA","2001","","","","World Bank","","N","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2001","NA","2001","","","","World Bank","","N","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2002","NA","2002","","","","World Bank","","N","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2002","NA","2002","","","","World Bank","","N","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2002","NA","2002","","","","World Bank","","N","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2003","NA","2003","","","","World Bank","","N","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2003","NA","2003","","","","World Bank","","N","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2003","NA","2003","","","","World Bank","","N","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2004","99.40946","2004","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2004","99.9","2004","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2004","100","2004","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2005","100","2005","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2005","99.60126","2005","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2005","99.47932","2005","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2006","99.47873","2006","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2006","99.38382","2006","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2006","98.76174","2006","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2007","99.23658","2007","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2007","99.9","2007","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2007","100","2007","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2008","100","2008","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2008","99.9","2008","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2008","99.22828","2008","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2009","99.09662","2009","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2009","99.78875","2009","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2009","99.89046","2009","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2010","99.95812","2010","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2010","99.89865","2010","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2010","99.48859","2010","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2011","99.19959","2011","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2011","99.68401","2011","","","","World Bank","","C","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2011","99.75331","2011","","","","World Bank","","C","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2012","100","2012","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2012","99.99367","2012","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2012","99.94878","2012","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2013","100","2013","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2013","100","2013","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2013","100","2013","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2014","100","2014","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2014","100","2014","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2014","100","2014","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2015","100","2015","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2015","100","2015","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2015","100","2015","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2016","100","2016","","","","World Bank","","M","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2016","100","2016","","","","World Bank","","M","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2016","100","2016","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2017","100","2017","","","","World Bank","","M","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","422","Lebanon","2017","100","2017","","","","World Bank","","M","PERCENT","ALLAREA","G"
